Month,Day,Year,TmaxC,TminC,TdewC,Rs_MJ_m2
2,1,2006,17.4,4.13,-1.11,14.63
2,2,2006,20.1,2.85,-3.27,14.64
2,3,2006,-999,-999,-999,-999
2,4,2006,11.3,-0.77,-5.19,13.66
2,5,2006,19,0.54,-5.85,14.21
2,6,2006,10.8,-1.3,-5.02,15.22
2,7,2006,14.25,-5.78,-5.65,15.39
2,8,2006,16.76,-3.03,-6.09,15.43
2,9,2006,11.75,-5.64,-7.8,13.86
2,10,2006,8.88,2.32,-7.65,15.39
2,11,2006,4.38,-7.27,-12.5,15.92
2,12,2006,10.1,-8.96,-14.7,16.85
2,13,2006,17.18,-8.52,-13.1,16.85
2,14,2006,19.97,0.28,-8.94,16.57
2,15,2006,17.03,4.51,-3.9,16.64
2,16,2006,19.34,-3.41,-1.28,15.76
2,17,2006,0.02,-7.51,-12.9,8.95
2,18,2006,-5,-12,-11.8,7.24
2,19,2006,-2.86,-8.74,-8.09,3.36
2,20,2006,-0.5,-2.99,-3.36,2.99
2,21,2006,3.63,-1.33,0.31,2.84
2,22,2006,10.39,-2.18,-2.45,10.49
2,23,2006,14.37,-3.64,-6.31,10.93
2,24,2006,15.32,-0.65,-3.37,12.24
2,25,2006,12.5,0.68,-2.31,15.86
2,26,2006,15.85,-4.37,-6.76,18.2
2,27,2006,23.44,5.88,3.96,17.87
2,28,2006,28.03,2.73,2.37,17.91
3,1,2006,31.12,9.79,2.34,17.15
3,2,2006,18.6,7.96,-0.45,7.77
3,3,2006,19.03,4.54,-3.35,18.59
3,4,2006,21.81,8.34,-0.6,11.01
3,5,2006,24.36,6.83,1.82,19.48
3,6,2006,26.84,1.8,-1.89,19.91
3,7,2006,27.43,14.9,13.81,12.88
3,8,2006,26.11,16.6,7.07,12.06
3,9,2006,17.89,6.16,2.1,15.94
3,10,2006,25.65,6.49,-0.69,15.38
3,11,2006,25.71,5.62,-3.24,20.09
3,12,2006,30.45,12.8,3.43,17.99
3,13,2006,14.2,3.2,-7.91,20.91
3,14,2006,16.46,-2.96,-8.04,21.32
3,15,2006,19.95,5.99,-4.55,19.08
3,16,2006,19.73,7.79,-2.1,21.76
3,17,2006,8.67,1.53,-3.58,6.03
3,18,2006,8.47,6.67,5.81,1.49
3,19,2006,9.1,5.99,6.82,1.85
3,20,2006,16.13,1.73,2.4,11.02
3,21,2006,7.51,0.49,-2.57,19.38
3,22,2006,3.18,-0.72,-1.58,4.6
3,23,2006,5.3,-1.76,-2.71,13.69
3,24,2006,11.03,-4.19,-2.52,23.2
3,25,2006,17.68,-0.43,-1.63,21.97
3,26,2006,21.29,6.65,-0.52,21.35
3,27,2006,19.72,6.26,0.56,20.57
3,28,2006,21.66,4.27,-0.63,23.46
3,29,2006,18.92,12.1,9.23,6.61
3,30,2006,27.08,12.62,5.77,17.49
3,31,2006,24.6,7.39,3.29,21.72
4,1,2006,27.26,12.27,12.72,18.44
4,2,2006,26.57,13.28,8.24,24.51
4,3,2006,18.61,10.1,4.51,21.71
4,4,2006,22.76,5.54,3.73,22.45
4,5,2006,27.49,15.37,13.28,14.32
4,6,2006,28.6,15.3,5.42,22.19
4,7,2006,22.01,8.64,0.78,17.03
4,8,2006,17.97,6.43,-0.36,24
4,9,2006,24.54,3.22,2.15,25.58
4,10,2006,26.27,11.93,6.9,22.23
4,11,2006,26.25,14.89,11.14,12.54
4,12,2006,31.41,12.5,11.31,25.15
4,13,2006,32.45,14.88,12.24,25.6
4,14,2006,31.86,18.13,12.46,23.36
4,15,2006,36.85,19.92,6.27,23.46
4,16,2006,32.38,10.16,1.68,26.54
4,17,2006,35.96,11.87,3.93,27.37
4,18,2006,29.42,10.21,-0.69,27.13
4,19,2006,23.69,10.06,-4.86,26.69
4,20,2006,24.33,12.23,1.21,15.37
4,21,2006,27.64,9.64,4.31,25.91
4,22,2006,29.98,13.97,11.81,23.74
4,23,2006,32.63,19.75,15.21,22.77
4,24,2006,31.48,14.36,14.72,20.05
4,25,2006,17.59,7.17,4.16,21.74
4,26,2006,20.14,6.84,2.49,-999
4,27,2006,25.96,5.88,4.64,27.63
4,28,2006,23.46,15.74,13.98,9.2
4,29,2006,21.21,10.89,7.78,13.91
4,30,2006,27.87,7.94,5.78,26.8
5,1,2006,26.25,11.99,8.47,17.46
5,2,2006,28.35,13.75,13.5,17.73
5,3,2006,28.37,15.17,14.85,23.89
5,4,2006,21.13,13.89,14.32,7.33
5,5,2006,18.78,12.92,12.71,9.56
5,6,2006,14.56,11.93,11.9,4.12
5,7,2006,21.32,13.17,13.16,14.17
5,8,2006,25.68,13.1,16.38,17.33
5,9,2006,28.19,18.57,17.92,22.2
5,10,2006,19.62,10.28,5.98,23.8
5,11,2006,22.47,7.98,4.2,29.51
5,12,2006,29.93,8.6,5.81,28.67
5,13,2006,30.9,11.86,10.05,28.24
5,14,2006,24.27,13.88,8.02,23.31
5,15,2006,23.49,8.97,5.39,27.75
5,16,2006,24.73,8.74,5.31,28.69
5,17,2006,29.27,8.73,5.98,28.24
5,18,2006,32.96,12.07,6.48,28.8
5,19,2006,36.87,14.93,7.27,28.97
5,20,2006,36.63,16.48,11.28,27.69
5,21,2006,34.51,19.68,15.15,24.94
5,22,2006,33.56,17.95,13.42,27.23
5,23,2006,32.54,18.73,13.51,27.4
5,24,2006,34.41,21.8,16.11,28.03
5,25,2006,35.39,20.9,16.75,-999
5,26,2006,33.24,20.89,17.26,24.91
5,27,2006,33.47,23.57,16.97,27.9
5,28,2006,32.98,23.27,15.81,27.21
5,29,2006,33.76,21.72,17.52,24.57
5,30,2006,33.11,18.87,15.26,26.9
5,31,2006,29.8,18.07,15.32,22.95
6,1,2006,29.93,17.32,14.29,28.19
6,2,2006,30.82,17.6,12.02,28.7
6,3,2006,30.73,15.15,11.29,28.95
6,4,2006,37.09,18.64,11.52,27.94
6,5,2006,36.45,22.45,14.74,28.36
6,6,2006,37.32,22.62,15.26,28.09
6,7,2006,35.04,20.84,14.83,28.45
6,8,2006,34.65,16.76,11.12,29.41
6,9,2006,35.84,18.39,12.63,28.68
6,10,2006,37.35,21.55,12.99,26.38
6,11,2006,37.23,23.21,13.24,28.51
6,12,2006,32.44,22.28,15.27,15.3
6,13,2006,33.98,20.57,15.74,27.49
6,14,2006,34.52,16.51,11.85,29.74
6,15,2006,34.82,18.38,11.16,28.83
6,16,2006,33.87,18.27,15.46,25.37
6,17,2006,29.58,17.54,16.97,14.33
6,18,2006,34.1,17.66,14.92,29.33
6,19,2006,34.74,19.58,15.43,29.09
6,20,2006,32.48,20.75,16.93,29.35
6,21,2006,33.56,21.87,18.55,24.43
6,22,2006,27.1,19.56,18.15,10.18
6,23,2006,28.67,19.56,18.73,22.78
6,24,2006,30.62,18.29,17.03,27.93
6,25,2006,30.99,20.47,15.03,27.49
6,26,2006,28.08,17.35,10.56,29.31
6,27,2006,30.24,14.67,9.88,25.64
6,28,2006,33.76,15.56,8.72,29.61
6,29,2006,34.02,17.5,10.02,28.66
6,30,2006,33.94,16.62,10.71,28.69
7,1,2006,34.6,19.66,12.05,27.65
7,2,2006,33.43,21.09,15.4,29.01
7,3,2006,33.38,21.1,16.74,24.71
7,4,2006,34.08,22.07,17.61,22.86
7,5,2006,31.31,21.21,16.1,18.75
7,6,2006,32.09,19.72,13.9,23.3
7,7,2006,31.29,17.57,10.46,27.26
7,8,2006,32.31,16.71,11.68,24.77
7,9,2006,35.12,20.4,15.26,25.82
7,10,2006,37.72,20.22,17.25,22.52
7,11,2006,36.37,20.49,18.15,24.95
7,12,2006,35.43,23.44,17.38,24.78
7,13,2006,39.25,24.33,15.53,27.96
7,14,2006,38.31,24.12,16.26,25.41
7,15,2006,37.03,20.81,17.02,27.9
7,16,2006,38.09,22.5,15.93,28.41
7,17,2006,39.77,23.67,15.91,28.3
7,18,2006,40.19,22.08,13.78,28.42
7,19,2006,39.29,22.96,15.3,27.23
7,20,2006,40.27,24.18,14.55,27.4
7,21,2006,39.84,23.67,14.96,25.09
7,22,2006,33.15,19.77,13.91,28.37
7,23,2006,32.76,19.36,11.29,28.45
7,24,2006,34.45,19.22,15.05,27.64
7,25,2006,38.04,23.24,17.02,-999
7,26,2006,36.69,22.41,17.25,-999
7,27,2006,36.03,22.94,18.25,16.36
7,28,2006,36.34,23.48,19.13,23.5
7,29,2006,34.83,23.66,17.23,25.7
7,30,2006,36.46,23.53,14.65,27.26
7,31,2006,37.04,25.91,15.53,27.32
8,1,2006,37.18,26.13,17.14,26.58
8,2,2006,37.03,25.37,15.93,25.79
8,3,2006,36.22,20.44,17.48,18.2
8,4,2006,36.26,21.8,18.16,25.54
8,5,2006,37.31,22.3,15.41,25.79
8,6,2006,38.72,22.61,14.43,26.72
8,7,2006,36.51,21.42,16.83,24.64
8,8,2006,36.72,21.86,17.37,-999
8,9,2006,38.47,24.31,15.59,24.34
8,10,2006,39.28,25.95,15.31,26.57
8,11,2006,36.83,23.97,16.82,19.81
8,12,2006,35.69,22.41,18.15,24.07
8,13,2006,36.14,23.35,17.37,24.29
8,14,2006,35.23,21.57,18.32,18.37
8,15,2006,32.2,20.63,19.25,16.24
8,16,2006,34.91,21.71,19.45,18.91
8,17,2006,35.81,21.3,18.28,21.46
8,18,2006,36.88,22.75,15.8,24.87
8,19,2006,36.07,23.4,18.87,21.03
8,20,2006,32.5,22.47,20.75,22.5
8,21,2006,31.85,21.45,19.19,20
8,22,2006,28.63,21.69,20.96,9.87
8,23,2006,34,22.22,20.32,19.19
8,24,2006,38.09,21.95,17.57,24.82
8,25,2006,37.84,24.51,16.99,23.37
8,26,2006,35.69,21.26,18.52,19.82
8,27,2006,25.21,19.95,19.68,6.85
8,28,2006,29.6,20.15,18.3,19.81
8,29,2006,25.78,17.35,14.38,24.5
8,30,2006,29.36,16.31,14.6,23.84
8,31,2006,33.06,17.36,16.13,22.74
9,1,2006,32.75,18.35,15.82,21.54
9,2,2006,21.78,16.14,16.49,3.63
9,3,2006,23.85,15.5,15.8,11.08
9,4,2006,25.28,18.37,17.31,9.75
9,5,2006,25.42,14.85,12.05,23.89
9,6,2006,27.31,13.28,10.02,24.23
9,7,2006,28.2,13.26,10.35,22.43
9,8,2006,29.24,15.1,11.87,19.24
9,9,2006,29.31,16.02,14.05,18.72
9,10,2006,28.48,17.08,17.06,18.22
9,11,2006,27.54,18.09,16.05,16.57
9,12,2006,24.16,15.44,12.55,22.43
9,13,2006,26.79,11.1,11.36,22.77
9,14,2006,28.44,12.88,10.26,21.01
9,15,2006,31.47,17.29,15.37,20.64
9,16,2006,32.98,22.59,20.26,15.65
9,17,2006,26.3,11.83,13.71,5.33
9,18,2006,24.93,9.23,6.67,22.71
9,19,2006,25.62,10.7,8.86,22.21
9,20,2006,28.51,13.71,9.27,20.66
9,21,2006,28.3,14.88,8.12,17.07
9,22,2006,31.33,10.75,6.59,21.9
9,23,2006,24.78,12.86,6.19,21.31
9,24,2006,22.18,9.29,5.1,20.37
9,25,2006,27.38,7.13,4.89,21.42
9,26,2006,30.19,10.33,7.03,20.91
9,27,2006,29.45,12.02,9.54,20.98
9,28,2006,20.39,9,2.81,20.75
9,29,2006,29.25,7.63,6.53,20.66
9,30,2006,34.03,13.42,9.85,20.04
10,1,2006,31.54,17.75,13.82,15.79
10,2,2006,32.54,18.29,13.84,19.37
10,3,2006,32.05,16.65,12.13,19.61
10,4,2006,29.91,16.7,14.46,18.25
10,5,2006,26.24,14.36,12.68,18.04
10,6,2006,28.69,13.93,13.77,18.2
10,7,2006,26.11,12.86,11.18,16.44
10,8,2006,27.3,10.04,8.12,17.96
10,9,2006,17.36,12.82,10,3.26
10,10,2006,18.29,9.36,10.32,6.68
10,11,2006,22.37,7.45,6.2,18.86
10,12,2006,12.62,5.82,2.41,8.81
10,13,2006,21.96,4.4,3.36,18.32
10,14,2006,24.69,8.42,8.62,16.62
10,15,2006,16.24,13.43,13.74,2.07
10,16,2006,21.34,13.33,14.04,9.55
10,17,2006,24.69,10.1,10.8,18.16
10,18,2006,14.4,7.07,6.42,10.05
10,19,2006,15.33,5.47,2.24,15.19
10,20,2006,20.43,3.07,5.15,17.39
10,21,2006,16.8,4.14,5.27,15.33
10,22,2006,14.12,-0.63,-1.7,13.6
10,23,2006,20.05,2.52,1.18,17.16
10,24,2006,22.35,4.89,4.02,13.68
10,25,2006,25.3,15.25,15.03,8.78
10,26,2006,27.59,10.94,3.99,15.57
10,27,2006,18.04,7.17,1.56,14.68
10,28,2006,23.46,4.28,1.34,16.39
10,29,2006,27.01,4.67,0.76,16.55
10,30,2006,27,13.26,6.93,11.98
10,31,2006,13.44,2.49,-2.86,15.74
11,1,2006,11.3,1.17,-5.33,15.24
11,2,2006,12.93,-3.53,-8.58,-999
11,3,2006,14.32,-0.43,-4.69,12.16
11,4,2006,18.67,9.55,3.97,11.44
11,5,2006,19.06,9.14,10.71,4.86
11,6,2006,19.68,7.88,9.34,8.73
11,7,2006,23.74,5.17,4.36,13.88
11,8,2006,28.89,6.24,6.57,14.79
11,9,2006,26.49,10.84,11.3,14.23
11,10,2006,16.07,5.05,2.33,13.3
11,11,2006,12.71,2.12,0.07,14.7
11,12,2006,15.07,2.31,1.3,10.07
11,13,2006,14.25,5.22,3.24,13.14
11,14,2006,18.67,1.76,2.41,10.89
11,15,2006,12.55,1.22,-1.73,9.93
11,16,2006,13.19,-3.54,-6.51,13.8
11,17,2006,19.92,0.98,-0.86,13.79
11,18,2006,14.42,3.31,-1.85,13.48
11,19,2006,14.88,-0.65,-3.01,13.6
11,20,2006,14.26,-2.34,-5.64,13.67
11,21,2006,20.05,2.29,0.08,-999
11,22,2006,21.72,3.26,3.02,13.19
11,23,2006,23.38,5.32,4.33,13.14
11,24,2006,19.32,6.56,3.39,10.44
11,25,2006,19.97,4.37,7.78,10.04
11,26,2006,20.17,11.5,11.52,7.22
11,27,2006,20.61,14.6,14.24,4.24
11,28,2006,22.02,12.34,8.15,12.41
11,29,2006,15.79,-2.67,3.13,1.68
11,30,2006,-2.09,-7.83,-10,3.34
12,1,2006,5,-13,-11.3,12.97
12,2,2006,4.14,-6.13,-7.06,12.36
12,3,2006,2.93,-4.76,-7.89,12.45
12,4,2006,8.96,-6.68,-5.77,-999
12,5,2006,13.29,-3.84,-2.23,12.52
12,6,2006,12.05,-1,-2.36,12.14
12,7,2006,3.28,-7.78,-10,11.97
12,8,2006,6.26,-9.29,-10.3,12.14
12,9,2006,12.46,-3.01,-3.43,10.62
12,10,2006,15.57,2.27,2.92,10.53
12,11,2006,19.58,4.27,-0.77,11.78
12,12,2006,17.92,-0.65,-2.08,11.69
12,13,2006,16.87,-1.97,-2.93,11.24
12,14,2006,19.68,-1.23,-0.99,10.38
12,15,2006,19.64,-0.32,0.52,10.98
12,16,2006,23.56,4.61,3.01,11.64
12,17,2006,13.44,2.66,2.86,10.87
12,18,2006,6.28,3.02,-1.01,1.95
12,19,2006,9.16,2.33,2.99,1.24
12,20,2006,11.91,2.12,2.27,8.64
12,21,2006,8.27,-0.07,-1.25,9.9
12,22,2006,8.86,-2.99,-3.6,11.68
12,23,2006,8.73,-1.74,-0.88,10.85
12,24,2006,7.88,-2.17,-1.86,7.33
12,25,2006,6.77,-3.01,-7.82,12.15
12,26,2006,10.63,-5.07,-7.95,11.62
12,27,2006,16.36,0.39,-1.68,10.28
12,28,2006,13.75,6.71,5.85,2
12,29,2006,14.55,11.9,11.4,0.88
12,30,2006,13.67,4.37,5.16,8.57
12,31,2006,6.42,-0.94,-2.92,8.01
1,1,2007,8.83,-3.78,-7.27,12.53
1,2,2007,9.08,-5.02,-6.32,10.58
1,3,2007,11.14,-2.35,-2.71,7.46
1,4,2007,13.51,4.69,5.79,6.2
1,5,2007,13.8,4.28,3.72,8.78
1,6,2007,8.62,-0.23,-3.57,7.15
1,7,2007,9.04,-4.64,-7.57,12.24
1,8,2007,14.41,-5.41,-5.61,11.79
1,9,2007,12.19,-2.61,-5.17,11.87
1,10,2007,16.09,1.22,-2.28,11.7
1,11,2007,18.85,8.37,7.32,7.13
1,12,2007,12.87,-6.51,3.12,1.52
1,13,2007,-4.88,-7.09,-7.46,3.16
1,14,2007,-3.54,-6.39,-7.6,2.66
1,15,2007,-2.92,-8.95,-12.1,13.21
1,16,2007,-2.24,-7.69,-10.9,7.1
1,17,2007,-0.93,-5.84,-6.55,6.24
1,18,2007,4.99,-2.06,-3.54,8.55
1,19,2007,2.52,-2.98,-4.12,5.6
1,20,2007,0.53,-0.62,-0.89,2.16
1,21,2007,1.94,-1.59,-1.89,7.69
1,22,2007,1.63,-5.72,-5.97,13.08
1,23,2007,6.63,-7.78,-5.74,13.87
1,24,2007,8.2,-2.02,-1.67,12.24
1,25,2007,11.68,-3.19,-1.72,13.91
1,26,2007,14.94,0.38,0.05,13.98
1,27,2007,7.11,-1.24,-2.46,5.37
1,28,2007,4.84,-5.77,-7.14,14.36
1,29,2007,7.17,-2.38,-2.74,7.63
1,30,2007,1.09,-4.62,-8.25,14.32
1,31,2007,-1.39,-4.42,-6.66,1.87
2,1,2007,-1.13,-4.69,-4.88,3.8
2,2,2007,-2.18,-7.46,-10.4,15.13
2,3,2007,5.25,-7.99,-5.35,12.51
2,4,2007,6.26,-5.88,-7.46,15.43
2,5,2007,14.57,-5.13,-2.42,15.17
2,6,2007,21.54,-0.08,1.55,15.66
2,7,2007,8.32,0.28,0.48,7.67
2,8,2007,0.18,-2.89,-4.09,3.48
2,9,2007,0.23,-2.71,-3.48,3.02
2,10,2007,-0.07,-3.83,-4.99,4.08
2,11,2007,6.24,-0.48,0.76,3.24
2,12,2007,10.87,3.41,6.31,3.28
2,13,2007,3.41,-6.33,-4.19,6.29
2,14,2007,-5.83,-9.01,-10.4,7.39
2,15,2007,-5,-12,-12.8,14.69
2,16,2007,10,-11,-6.29,16.98
2,17,2007,10.72,-1.17,-4.96,17.7
2,18,2007,15.92,-4.59,-4.27,17.56
2,19,2007,21.75,3.89,-0.08,17.56
2,20,2007,17.99,3.51,1.52,-999
2,21,2007,22.31,-0.79,-0.21,18.34
2,22,2007,24.13,2.8,0.69,17.38
2,23,2007,17.7,12.46,8.32,5.2
2,24,2007,17.54,4.01,-0.35,15.99
2,25,2007,13.31,-0.77,-6.54,19.37
2,26,2007,14.12,0.59,-3.49,19.35
2,27,2007,19.73,1.39,0.09,18.97
2,28,2007,27.47,7.64,-0.83,-999
3,1,2007,14.48,0.96,-6.5,19.71
3,2,2007,13.68,-0.89,-7.92,20.37
3,3,2007,7.89,-3.77,-12.5,20.15
3,4,2007,15.92,-6.76,-11.5,20.8
3,5,2007,21.35,-2.16,-7.13,20.62
3,6,2007,21.15,2.32,-6.6,18.03
3,7,2007,17.53,2.14,-0.49,20.1
3,8,2007,23.6,2.23,4.01,19.4
3,9,2007,24.43,7.99,1.93,20.85
3,10,2007,24.53,4.27,3.11,19.02
3,11,2007,15.53,11.38,8.38,3.14
3,12,2007,20.02,11.6,12.28,11.78
3,13,2007,23.16,9.56,10.32,16.36
3,14,2007,20.07,11.58,12.27,9.36
3,15,2007,15.22,7.31,7.5,17.22
3,16,2007,15.41,4.72,0.16,22.12
3,17,2007,21,4.12,4.4,21.66
3,18,2007,25.22,6.91,10.28,21.14
3,19,2007,23.86,14.77,15.16,6.42
3,20,2007,22.85,16.55,15.1,7.1
3,21,2007,26.06,16.39,15.27,16.49
3,22,2007,23.52,16.39,16,10.93
3,23,2007,24.21,17.04,16.73,13.58
3,24,2007,23.58,16.32,15.34,8.55
3,25,2007,22.55,14.64,13.73,9
3,26,2007,19.66,14.63,15.24,4.04
3,27,2007,21.56,13.85,14.52,14.17
3,28,2007,23.95,13.39,15.53,-999
3,29,2007,20.76,13.8,15.32,5.43
3,30,2007,15.48,10.31,12.5,1.4
3,31,2007,18.31,8.09,7.15,24.25
4,1,2007,24.46,7.08,7.87,24.83
4,2,2007,25.88,11.29,13.63,24.43
4,3,2007,21.68,9.55,7.97,24.57
4,4,2007,12.87,4.23,-0.45,23.45
4,5,2007,10.16,3.92,-0.9,7.71
4,6,2007,3.98,0.92,-2.65,5.72
4,7,2007,6.58,-1.29,-5.75,21.9
4,8,2007,6.36,0.77,-2.18,9.74
4,9,2007,8.24,0.68,1.38,6.96
4,10,2007,22.47,6.69,9.24,9.55
4,11,2007,18.67,3.5,-1.47,26.49
4,12,2007,16.95,2.64,2.38,14.82
4,13,2007,11.58,4.23,3.29,2.09
4,14,2007,13.3,2.12,2.09,11.66
4,15,2007,19.62,0.06,0.37,27.46
4,16,2007,21.17,5.46,3.98,26.98
4,17,2007,14.63,8.32,9.84,4.33
4,18,2007,18.95,9.72,9.13,19.94
4,19,2007,22.38,7.57,11.31,21.84
4,20,2007,25.57,15.34,13.97,24.8
4,21,2007,24.02,14.14,11.97,26.29
4,22,2007,25.57,14,9.02,27.55
4,23,2007,24.04,13.71,15.81,9.89
4,24,2007,24.19,15.89,15.89,17.97
4,25,2007,16.45,8.97,7.61,14.33
4,26,2007,20.38,8.55,5.28,27.24
4,27,2007,20.37,8.71,10.41,16.37
4,28,2007,25.71,8.8,7.04,28.33
4,29,2007,26.93,9.39,8.76,25.92
4,30,2007,25.76,15.58,15.28,17.26
5,1,2007,23.47,15.98,15.95,20.94
5,2,2007,22.99,15.31,15.53,12.79
5,3,2007,25.05,16.55,15.58,17.35
5,4,2007,29.55,17.4,18.95,24.48
5,5,2007,26.96,21.98,20.7,13.55
5,6,2007,27.06,21.1,20,17.85
5,7,2007,22.66,16.47,17.09,9.18
5,8,2007,23.86,14.86,16.05,15.1
5,9,2007,24.26,16.58,16.62,14.17
5,10,2007,23.83,16.68,16.53,17.49
5,11,2007,25.58,14.96,15.9,17.9
5,12,2007,28.02,15.33,14.38,25.36
5,13,2007,28.54,15.84,14.58,24.1
5,14,2007,29.4,17.02,16.97,-999
5,15,2007,21.72,13.64,11.9,13.34
5,16,2007,22.42,11.05,7.5,27.26
5,17,2007,24.3,11.21,8.27,26.86
5,18,2007,24.08,11.84,9.33,19.74
5,19,2007,21.87,14.68,13.32,11.67
5,20,2007,26.58,14.8,13.93,23.84
5,21,2007,24.66,15.04,15.17,13.44
5,22,2007,28.48,17.33,17.25,19.54
5,23,2007,27.72,20.13,18.2,20.26
5,24,2007,22.74,14.89,16.36,6.28
5,25,2007,22.07,15.39,15.75,10.42
5,26,2007,23.62,16.24,16.3,16.03
5,27,2007,26.87,17.55,17.08,19.8
5,28,2007,26.54,18.07,17.02,14.92
5,29,2007,26.32,18.5,17.35,18.31
5,30,2007,21.92,15.39,15.94,9.19
5,31,2007,26.96,13.75,17.16,20.21
6,1,2007,26.51,17.25,15.31,11.41
6,2,2007,28.96,16.25,15.69,25.9
6,3,2007,28.71,17.46,14.29,25.07
6,4,2007,28.56,17.38,12.7,-999
6,5,2007,31.62,14.36,11.78,27.6
6,6,2007,31.12,19.11,16.48,24.35
6,7,2007,35.07,22.57,14.96,25.81
6,8,2007,25.95,14.34,10.08,28.31
6,9,2007,32.51,17.15,17.91,20.67
6,10,2007,31.43,19.69,19.78,15.42
6,11,2007,32.88,21.5,19.18,25.18
6,12,2007,32.52,21.5,18.04,22.76
6,13,2007,33.58,17.81,16.98,26.19
6,14,2007,27.31,17.31,18.16,14.18
6,15,2007,24.21,19.19,18.73,11.59
6,16,2007,25.84,19.06,18.81,14.72
6,17,2007,26.11,19.09,19.32,13.78
6,18,2007,29.29,21.52,21.47,14.99
6,19,2007,32.38,19.07,21.61,20.88
6,20,2007,27.28,18.24,18.08,16.65
6,21,2007,28.46,20.27,18.49,21.4
6,22,2007,28.88,20,19.75,19.89
6,23,2007,31.38,18.26,18.45,23.44
6,24,2007,29.99,19.33,19.2,25.9
6,25,2007,28.04,19.85,20.46,16.6
6,26,2007,25.84,19.77,19.43,10.72
6,27,2007,26.33,20.18,20.05,12.03
6,28,2007,24.88,19.93,20.11,7.47
6,29,2007,23.67,17.89,18.94,6.61
6,30,2007,26.37,20.4,19.3,17.21
7,1,2007,27.55,19.93,19.7,23.82
7,2,2007,29.15,22.12,21.38,17.64
7,3,2007,30.02,21.8,20.76,22.18
7,4,2007,30.74,20.96,20.55,20.51
7,5,2007,30.5,20.1,19.06,20.39
7,6,2007,31.49,20.14,17.31,23.78
7,7,2007,32.28,18.79,17.24,26.97
7,8,2007,33.25,20.89,19.22,27.63
7,9,2007,33.22,21.64,20.97,20.5
7,10,2007,31.36,22.16,21.49,25.68
7,11,2007,29.69,21.49,20.97,15.78
7,12,2007,31.77,20.67,20.3,13.32
7,13,2007,27.38,18.71,18.36,13.35
7,14,2007,31.55,18.66,17.48,27.54
7,15,2007,33.3,19.85,17.51,27.63
7,16,2007,31.95,19.84,17.82,-999
7,17,2007,32.51,19.86,18.41,27.93
7,18,2007,31.97,21.1,19.35,27.18
7,19,2007,31.74,20.66,18.53,28.04
7,20,2007,32.51,21.07,19.4,27.07
7,21,2007,31.03,20.03,19.5,23.53
7,22,2007,32.47,21.28,19.61,26.16
7,23,2007,31.91,21.12,20,23.4
7,24,2007,31.39,19.46,18.71,25.01
7,25,2007,30.85,18.32,15.69,26.61
7,26,2007,31.95,19.31,17.48,26.99
7,27,2007,31.23,19.15,18.89,22.25
7,28,2007,32.27,20.14,18.95,25.87
7,29,2007,33.54,19.97,17.73,25.27
7,30,2007,31.97,21.37,20.75,15.2
7,31,2007,31.19,21.41,21.73,15.43
8,1,2007,32.37,21.98,21.46,14.44
8,2,2007,32.11,22.12,19.67,23.29
8,3,2007,32.33,21.01,20.56,23.61
8,4,2007,32.82,21.72,20.55,23.71
8,5,2007,34.43,22.59,20.15,26.36
8,6,2007,34.95,23.17,20.49,25.72
8,7,2007,35.19,22.57,20.11,25.46
8,8,2007,35.75,24.3,20.64,26.09
8,9,2007,36.23,22.65,17.7,26.38
8,10,2007,35.15,18.48,16.28,26.63
8,11,2007,35.46,20.33,18.4,26.13
8,12,2007,36.4,21.45,18.56,25.73
8,13,2007,36.95,20.17,16.78,25.72
8,14,2007,37.55,21.19,16.79,25.85
8,15,2007,37.09,21.57,16.68,22.98
8,16,2007,34.49,22.09,18.59,22.74
8,17,2007,30.27,21.99,21.51,9.57
8,18,2007,25.9,22.77,22.52,5.57
8,19,2007,31.72,22.21,22.92,16.74
8,20,2007,32.36,23.1,21.69,23.32
8,21,2007,30.95,22.39,19.73,16.3
8,22,2007,31.05,22.19,19.72,23.12
8,23,2007,32.53,21.91,20.49,22.6
8,24,2007,30.94,22.71,21.42,12.87
8,25,2007,31.74,22.05,21.4,24.19
8,26,2007,32.69,21.33,19.97,24.28
8,27,2007,32.95,21.22,19.06,24.34
8,28,2007,32.69,20.62,19.11,24.34
8,29,2007,33.22,19.96,17.32,16.16
8,30,2007,30.4,21.54,19.56,17.84
8,31,2007,30.06,19.82,16.86,23.38
9,1,2007,30.8,16.88,14.09,24.5
9,2,2007,30.6,16.21,13.89,23.92
9,3,2007,30.87,17.22,15.39,20.38
9,4,2007,29,18.3,18.43,13.13
9,5,2007,28.68,18.69,19.15,15.45
9,6,2007,33.08,21.32,20.73,18.24
9,7,2007,30.33,22.08,21.93,13.48
9,8,2007,29.47,21.89,21.31,14.94
9,9,2007,28.3,22.11,20.12,9.63
9,10,2007,27.49,15.93,17.99,12.69
9,11,2007,25.01,12.33,8.34,23.14
9,12,2007,25.83,9.53,9,22.71
9,13,2007,28.51,13.51,14.28,21.96
9,14,2007,24.51,13.82,13.67,19.78
9,15,2007,28.06,11.75,13.77,17.16
9,16,2007,32.09,18.58,17.56,20.7
9,17,2007,30.59,19.1,17.71,18.16
9,18,2007,30.73,20.55,20.07,12.88
9,19,2007,30.28,18.6,18.47,20.44
9,20,2007,30.91,18.9,18.25,18.16
9,21,2007,31.59,19.29,17.91,20.39
9,22,2007,31.9,18.51,17.96,19.35
